city,lat,lng,population,density
Canaan,38.8661,-85.2996,87,69.4
Alpine,34.2268,-93.3783,87,34.7
Toyah,31.3125,-103.7946,87,29.7
Earl,34.2033,-96.8893,87,22.5
Genola,45.9653,-94.1129,87,61.7
Eastabuchie,31.4335,-89.2847,87,30.1
Uncertain,32.7064,-94.1269,87,51.8
Barronett,45.6363,-91.9942,87,69.6
Jones Mills,34.4427,-92.8923,87,12.4
Cylinder,43.0902,-94.5513,87,76.2
Trona,35.815,-117.3449,87,2.9
Maiden Rock,44.5659,-92.3082,87,26.3
Panola,34.9273,-95.2099,87,31.0
Twin Lakes,48.2622,-118.3591,87,6.6
Maxbass,48.7225,-101.1426,87,82.4
Verona,46.3626,-98.0771,87,63.1
Agenda,39.7066,-97.4322,87,34.9
Pawleys Island,33.4269,-79.1246,87,45.7
Pena,26.4155,-98.97,87,1198.1
Goodwin,44.8775,-96.8497,87,83.0
Pleasant Plain,41.1472,-91.8596,87,38.5
High Bridge,37.8299,-84.7096,87,31.9
Driftwood,30.133,-98.0373,87,39.1
Bug Tussle,35.0293,-95.6836,87,4.6
Bartow,38.5422,-79.7859,87,65.7
Putnam,32.3703,-99.1955,86,34.3
Nimrod,46.6375,-94.8805,86,50.6
Florence,38.7837,-84.9236,86,75.0
Derby,40.9303,-93.4565,86,91.8
Squaw Lake,47.6276,-94.1381,86,50.5
Gove City,38.9595,-100.4871,86,61.7
Bairdstown,41.1712,-83.6073,86,128.8
Radar Base,28.8568,-100.5336,86,51.9
West Middletown,40.2432,-80.4253,86,105.6
Bowring,36.879,-96.1202,86,97.2
Fairview,43.2221,-96.4876,86,176.4
Milfay,35.7518,-96.5592,86,79.2
Dolliver,43.4636,-94.6142,86,76.5
Taylors Island,38.4734,-76.3128,86,7.7
Tumacacori-Carmen,31.5771,-111.0468,86,20.0
Windom,38.3841,-97.9102,86,63.1
St. Clement,39.2829,-91.2098,86,64.8
Lago,26.0885,-97.6132,86,492.9
Orchard,43.2276,-92.776,86,48.4
Shell,44.5346,-107.7844,86,30.5
Hat Creek,40.8101,-121.4809,86,0.9
Adamsville,41.5111,-80.3716,86,72.6
Eagle Lake,41.3702,-87.5552,86,39.2
Frisbee,36.3516,-90.0299,86,40.5
Wolf Summit,39.2822,-80.462,86,217.1
Fellows,35.178,-119.5472,86,30.0
Grand View,46.368,-91.1036,86,53.7
Pilot Point,57.5585,-157.6798,86,1.3
Dellrose,35.1159,-86.8036,86,13.1
Eagle,42.8098,-84.7909,86,192.6
New Pine Creek,42.0014,-120.3043,86,18.2
Nogal,33.5382,-105.7119,86,6.4
Slana,62.6294,-143.567,85,0.0
Northwest Stanwood,48.2624,-122.3501,85,42.8
East Burke,44.5875,-71.9403,85,50.5
Elk Falls,37.3733,-96.1934,85,55.2
Blue Springs,31.6635,-85.5035,85,11.2
Epping,48.2817,-103.3579,85,53.8
West York,39.1689,-87.673,85,164.3
Cowlington,35.3105,-94.7878,85,30.5
Tuskahoma,34.6272,-95.2779,85,12.5
Arispe,40.9484,-94.2192,85,79.2
Pawnee,28.6483,-98.0083,85,6.3
Outlook,48.8888,-104.7849,85,31.6
Toronto,41.903,-90.8629,85,181.1
Palo Verde,33.4278,-114.7272,85,51.9
Woodloch,30.2173,-95.4132,85,322.0
Black Hawk,39.8043,-105.495,85,12.6
Kildare,36.8085,-97.0499,85,38.5
H. Cuellar Estates,26.5611,-99.1258,85,70.8
Wiota,41.4007,-94.8872,85,128.6
McCaskill,33.9187,-93.6417,85,38.2
Herbster,46.8422,-91.2419,85,5.8
Benedict,37.6269,-95.7433,85,72.1
Ulmer,33.0987,-81.208,85,12.0
New Trier,44.6038,-92.9329,85,84.7
Lebanon,45.0688,-99.7664,85,34.9
Lawrence Creek,36.0838,-96.4267,85,76.2
Wentworth,36.9932,-94.0756,85,114.2
Bache,34.8942,-95.6506,85,22.2
Belleair Shore,27.9173,-82.8455,85,1108.9
Schuyler Lake,42.7786,-75.0335,85,12.6
Marietta,33.1735,-94.5425,85,60.1
Bivalve,38.3054,-75.8847,85,32.4
Melvina,43.8024,-90.7815,85,63.6
Bald Eagle,40.7262,-78.1902,85,75.6
Douglas,47.8579,-101.5018,84,123.4
Chelsea,45.2927,-90.3054,84,74.2
Fluvanna,32.8833,-101.1415,84,18.2
Horace,38.4769,-101.7905,84,33.0
Gunn City,38.6659,-94.164,84,141.4
Home,39.8415,-96.5199,84,16.7
Kimbolton,40.1507,-81.5758,84,20.2
Plum Branch,33.8482,-82.2587,84,69.1
Drasco,35.6338,-91.9418,84,25.5
Germantown,38.6559,-83.9643,84,204.9
Needham,31.987,-88.3366,84,55.3
Henry,41.998,-104.0461,84,104.6
Bishop Hill,41.1998,-90.1175,84,66.8
Jeisyville,39.5792,-89.408,84,302.0
Pine Grove,48.6501,-118.6839,84,66.3
Kendrick,35.7853,-96.7755,84,131.7
Marcelline,40.1185,-91.3683,84,59.0
Catarina,28.3499,-99.6161,84,8.2
Mentor,38.7407,-97.5979,84,73.8
Tallapoosa,36.5061,-89.817,84,82.2
White Earth,48.3799,-102.7718,84,21.4
Lucien,36.2747,-97.4551,84,62.1
Georgetown,35.1267,-91.4539,84,148.9
Riverton,40.0897,-98.7597,84,71.8
Bear Valley,37.5697,-120.1199,84,21.4
Yale,39.1203,-88.0246,84,86.6
Bentley,34.2174,-96.0797,84,9.7
Realitos,27.4454,-98.5303,84,185.8
Tobias,40.4185,-97.3367,84,152.0
Cooke City,45.0187,-109.9119,84,2.8
Government Camp,45.3022,-121.7527,84,49.6
Maxville,46.476,-113.2355,84,7.5
Goodsprings,35.8319,-115.4352,84,136.2
Oto,42.2821,-95.8944,84,77.6
Kohls Ranch,34.321,-111.0838,84,35.8
Amanda Park,47.4532,-123.9194,84,3.9
Arrow Point,36.544,-93.6223,83,92.5
Brandon,45.466,-112.1339,83,56.7
Cale,33.6278,-93.235,83,25.2
Chester,35.6778,-94.1778,83,72.0
Baring,40.2447,-92.2059,83,181.8
Mutual,40.0795,-83.6368,83,160.2
Moffat,38.0027,-105.9065,83,24.1
Manor,31.1044,-82.5665,83,4.5
Hidalgo,39.1559,-88.1491,83,95.5
Lasana,26.2585,-97.695,83,70.1
Covel,37.4907,-81.3195,83,123.7
Live Oak,34.056,-78.9397,83,30.2
Hazel Green,37.7999,-83.4173,83,29.1
Bock,45.7845,-93.5528,83,162.3
Starkville,37.1169,-104.5231,83,70.6
Oak Ridge,32.6244,-91.7731,83,43.9
Shellytown,40.4091,-78.2105,83,34.7
National,39.6111,-78.9401,83,62.8
Black Springs,34.4607,-93.7123,83,85.9
Cougar,46.0493,-122.3034,83,62.0
Tennessee,40.4114,-90.8363,83,79.9
Vance,33.4365,-80.4201,83,77.6
New Pine Creek,41.9872,-120.3009,83,8.0
Lowell Point,60.0629,-149.4898,83,3.0
Evergreen,37.5486,-92.5961,83,3.9
Hamlin,39.9156,-95.6275,83,42.4
Mooresville,34.6257,-86.8802,83,78.0
Moundville,37.7646,-94.451,83,154.8
Old Appleton,37.5939,-89.7108,83,145.0
Websters Crossing,42.6662,-77.6367,83,38.1
Pine Grove,45.1135,-121.3553,83,5.5
Lamy,35.4854,-105.8863,82,23.5
Simpson,39.386,-97.934,82,49.8
Babcock,44.3044,-90.1076,82,9.0
Manchester,39.0933,-97.3201,82,126.6
Guilford,40.1685,-94.7358,82,143.6
Trego,45.9048,-91.8287,82,37.8
Ten Broeck,38.2976,-85.5807,82,589.3
Jovista,35.794,-119.1896,82,79.2
Nielsville,47.5293,-96.8157,82,31.2
Marietta,40.4995,-90.3931,82,26.4
Landess,40.6126,-85.5592,82,24.5
Triumph,41.4994,-89.0199,82,142.8
Meadow Acres,42.8593,-106.0953,82,19.2
Rothville,39.6539,-93.0635,82,73.2
Big Arm,47.7936,-114.2701,82,6.3
Bickleton,46.0056,-120.3081,82,8.2
Codell,39.1954,-99.1702,82,39.5
Skanee,46.8789,-88.204,82,6.4
Dell City,31.9349,-105.1998,82,37.8
Wheaton,39.502,-96.3189,82,119.9
Dougherty,42.922,-93.0361,82,41.3
La Carla,26.4354,-98.7406,82,87.7
Olivet,43.243,-97.6747,82,14.4
Prosser,40.6877,-98.5777,82,88.8
Detroit,38.936,-97.1269,82,119.0
Westdale,27.9657,-97.9937,82,8.9
Martin,41.2581,-101.7091,82,25.3
Sarben,41.1662,-101.3043,82,30.3
Rimini,46.4919,-112.2496,82,6.5
Alsea,44.3815,-123.5958,82,222.6
Dorchester,39.2711,-74.9729,82,175.1
McKay,45.4923,-118.6842,82,1.3
Brenton,37.6004,-81.6351,82,65.1
Bluff Dale,32.3497,-98.0249,82,104.2
Rock,37.4417,-97.007,82,101.4
Gray,41.8417,-94.9859,82,13.2
Barstow,41.5162,-90.3566,82,105.2
Slate Springs,33.7417,-89.3752,82,24.2
North Hurley,32.7198,-108.1285,82,40.2
Cave Spring,35.7292,-94.7577,82,6.4
Ramona,38.5979,-97.0637,81,202.7
Chitina,61.5276,-144.2991,81,0.0
Sunny Slopes,37.5693,-118.6758,81,13.9
Zurich,39.2322,-99.4347,81,38.0
Rossie,43.0137,-95.1886,81,103.8
Guion,35.9269,-91.9389,81,62.9
Vivian,43.9273,-100.3011,81,19.4
La Minita,26.5024,-99.0735,81,76.6
Sleetmute,61.6516,-157.1251,81,0.0
Severance,39.7668,-95.2492,81,40.0
Cambridge,37.3177,-96.6673,81,65.6
Belmar,41.3055,-101.9347,81,6.7
Havana,45.9517,-97.6185,81,36.0
Pritchett,37.3701,-102.8588,81,142.7
Livonia,38.5549,-86.2777,81,28.3
St. Charles,36.8052,-83.0575,81,195.8
Spruce Pine,34.3928,-87.7294,81,30.4
West Havre,48.5471,-109.731,81,26.5
Nolic,32.0341,-111.9549,81,76.9
Hallowell,37.1733,-95.0027,81,21.9
Keddie,40.0059,-120.9523,81,39.9
Glen,45.4789,-112.6918,81,5.7
Gough,33.088,-82.2286,81,72.3
Bon Air,33.2621,-86.3319,81,22.4
Evansville,35.7924,-94.4911,81,5.6
Theba,32.9181,-112.8903,81,39.7
Percival,40.7513,-95.8133,81,64.1
Maxatawny,40.5413,-75.6919,81,60.0
Valencia,35.578,-105.7908,81,40.1
Cora,42.9576,-109.9916,80,7.6
Hilltown,36.729,-80.9822,80,41.8
Reynolds,40.0598,-97.3359,80,54.2
Patmos,33.5112,-93.5679,80,50.5
Hallett,36.2319,-96.5679,80,34.0
Valentine,30.5886,-104.4953,80,130.3
Dukedom,36.4949,-88.7163,80,25.5
Macon,36.4396,-78.0839,80,56.6
Dundee,43.844,-95.4666,80,59.3
Ridgeville,34.0569,-86.1029,80,53.6
Kanauga,38.8411,-82.1495,80,235.5
Fort Ripley,46.169,-94.363,80,23.6
Crookston,42.9263,-100.7534,80,54.2
Beltrami,47.5425,-96.527,80,18.5
Opheim,48.8571,-106.4084,80,31.5
Diomede,65.7536,-168.9219,80,14.8
Proberta,40.0761,-122.1776,80,9.7
Edinburg,40.0811,-93.6898,80,30.2
Normanna,28.5277,-97.7831,80,28.2
Las Nutrias,34.4699,-106.7708,80,41.6
Harbine,40.1916,-96.9743,80,30.1
Galesburg,37.4721,-95.3563,80,154.2
Mount Eagle,40.9799,-77.7058,80,89.7
Rutledge,40.3139,-92.0876,80,160.7
Deer Lick,36.4595,-94.7468,80,39.3
Kathryn,46.6812,-97.9704,80,52.5
Vining,41.991,-92.3873,80,57.2
Coney Island,36.593,-93.3972,79,268.2
Del Mar Heights,26.0567,-97.4236,79,144.1
Goff,39.6641,-95.9317,79,107.0
Burtrum,45.8658,-94.6874,79,57.2
Kenneth,43.7543,-96.0725,79,21.5
Ali Molina,31.9025,-111.7804,79,33.1
Alcova,42.5543,-106.7263,79,9.6
Seaforth,44.4761,-95.331,79,25.4
Mulberry,35.8631,-94.7014,79,40.5
Coleharbor,47.5425,-101.2214,79,87.5
Pierpont,38.8633,-92.3129,79,97.2
McKittrick,38.7387,-91.4443,79,54.6
Longford,39.1721,-97.329,79,115.3
Esmond,48.033,-99.7647,79,78.1
Coy,34.5405,-91.8713,79,37.3
Hunter,39.2349,-98.396,79,57.6
Whitmer,38.8149,-79.5451,79,74.9
Chautauqua,37.0241,-96.1774,79,61.9
Rockport,39.5391,-91.0128,79,44.1
Herrick,43.115,-99.1882,79,49.5
Hensley,34.5068,-92.2069,79,17.0
Melia,41.0971,-96.2768,79,32.2
Riverview Estates,38.7489,-94.5246,79,98.6
Wasola,36.7857,-92.5685,79,11.4
Berwyn,41.3509,-99.5007,79,76.5
Musella,32.8009,-84.0334,79,21.7
Woody,35.7081,-118.8145,79,6.4
Thorp,47.0656,-120.6709,79,34.5
Ebony,36.5759,-77.9839,79,20.4
Kirk,39.6127,-102.592,79,7.6
Maverick Mountain,45.4182,-113.1109,79,18.4
Happys Inn,48.0638,-115.135,79,3.3
Salt Rock,38.3243,-82.2172,79,19.9
Huntersville,38.186,-80.0152,79,35.5
Taos Ski Valley,36.5901,-105.437,79,6.2
Eagle River,47.41,-88.2647,79,6.3
Lanesboro,42.1828,-94.6923,78,53.5
Orin,42.6505,-105.1826,78,32.7
Boon,44.2877,-85.6013,78,42.7
Weott,40.3226,-123.9209,78,63.7
Los Ojos,36.7361,-106.5669,78,13.3
Church Creek,38.5036,-76.1531,78,128.0
Randsburg,35.368,-117.6607,78,20.1
Redfield,37.8366,-94.882,78,193.5
Standing Rock,33.0863,-85.2449,78,13.2
Lake Henry,45.462,-94.7965,78,150.2
Sasakwa,34.9468,-96.5253,78,130.4
Kilkenny,44.3151,-93.5741,78,117.8
Batesland,43.1278,-102.1017,78,148.4
Logan Creek,39.0626,-119.9295,78,8.2
Detroit,44.7338,-122.1513,78,47.4
Powhattan,39.7619,-95.6342,78,71.2
Comstock,46.6596,-96.7466,78,120.1
Petronila,27.6713,-97.6322,78,18.8
Yznaga,26.3188,-97.8153,78,4.0
Table Rock,39.9097,-77.2197,78,61.6
Chiawuli Tak,31.941,-111.7765,78,22.4
St. Clairsville,40.156,-78.5108,77,148.9
Boles,34.7861,-94.0507,77,16.3
Pacific Beach,47.2151,-124.1967,77,68.4
Collyer,39.0372,-100.1184,77,92.8
Gate,36.8517,-100.0552,77,97.2
Oklaunion,34.1294,-99.1443,77,76.7
Richville,46.506,-95.6263,77,30.9
La Boca,36.9945,-107.6065,77,63.8
Ionia,38.5037,-93.3236,77,100.0
Penton,33.009,-85.4722,77,2.2
Englewood,37.0405,-99.9876,77,30.1
Hibernia,40.9423,-74.5011,77,15.4
Camas,47.6179,-114.6561,77,62.8
Albion,34.6622,-95.0993,77,98.5
Kirkman,41.7287,-95.2671,77,20.8
Garden City,44.9593,-97.5804,77,91.0
Jennings,39.6806,-100.2933,77,120.4
Bell Center,43.2916,-90.8257,77,6.7
Blue Clay Farms,34.3005,-77.8917,77,8.2
Smithville,34.4689,-94.6461,77,31.1
Gray,40.6576,-78.2521,77,22.3
Sardis,38.5348,-83.9573,76,20.5
Big Lake,40.0735,-95.3518,76,17.5
Pingree,47.1638,-98.9086,76,70.7
Quinn,43.9866,-102.1264,76,20.0
Curlew,48.8777,-118.6046,76,26.1
Waterbury,42.4571,-96.7353,76,57.5
Union Level,36.7071,-78.2319,76,8.6
Warfield,36.896,-77.819,76,11.7
Shirley,40.4075,-89.0643,76,85.7
Kinsman,41.1902,-88.57,76,165.1
Whitewater,48.7635,-107.6303,76,40.7
Dolton,43.4911,-97.3848,76,34.5
Santiago,47.2975,-124.2327,76,17.5
Morningside,44.3663,-98.1836,76,54.7
Brant Lake,43.9308,-96.9436,76,61.9
Vernon,38.8014,-89.0875,76,41.2
Lake Davis,39.8564,-120.463,76,6.5
Bear Grass,35.7664,-77.129,76,75.9
Goodenow,41.3922,-87.6397,76,120.5
Montpelier,46.6987,-98.5884,76,99.8
Rockingham,31.5441,-82.4145,76,29.3
Amado,31.6968,-111.0583,76,2.5
Council Hill,35.5558,-95.6525,75,118.8
Wallace,45.0845,-97.4781,75,129.9
Heeney,39.8712,-106.3002,75,48.5
Shiro,30.6087,-95.8862,75,27.4
Stark,37.6898,-95.1441,75,58.2
Deering,36.1911,-89.8843,75,14.2
Mason,46.4355,-91.0599,75,59.0
Laporte,47.2147,-94.7573,75,57.7
White Lake,41.6757,-74.8322,75,29.6
Exeter,39.7191,-90.4961,75,40.3
Galesburg,47.2701,-97.4087,75,50.7
West Denton,38.8896,-75.8389,75,473.5
Rains,34.0942,-79.3214,75,19.4
Sierra Village,38.0765,-120.1629,75,33.9
Greenwich,37.7832,-97.2037,75,40.9
Gore,39.2627,-78.3293,75,49.7
Rogers,41.4643,-96.9159,75,106.8
Tselakai Dezza,37.21,-109.609,75,3.2
Zeeland,45.9731,-99.8325,75,81.2
Foster,38.1664,-94.5079,75,60.2
Leopolis,44.7654,-88.8447,75,66.9
Broadway,40.7356,-75.0495,75,192.5
Spelter,39.3432,-80.3163,75,181.8
Galestown,38.5633,-75.7149,75,107.5
Bristow,42.8408,-98.5834,75,26.6
Crows Nest,39.8566,-86.1691,75,78.2
Headrick,34.627,-99.1373,75,104.3
El Morro Valley,35.0362,-108.3225,75,3.0
Bolivar,33.6606,-91.0519,74,65.9
Darwin,36.2688,-117.589,74,25.8
Westwood,40.965,-91.6266,74,122.1
Hazelton,37.0894,-98.4015,74,63.2
Bagnell,38.2294,-92.6053,74,56.7
Nimmons,36.3062,-90.0951,74,86.2
Green Spring,39.5242,-78.6301,74,12.5
Thornburg,41.4557,-92.3323,74,45.4
Crozier,35.4227,-113.6487,74,29.4
Center Point,34.0318,-93.9511,74,22.7
Flaming Gorge,40.8889,-109.4751,74,13.7
New Weston,40.337,-84.6436,74,180.9
Holloway,45.2441,-95.9112,74,25.1
Colorado Acres,27.6449,-99.2143,74,7.5
Yale,37.4901,-94.647,74,25.6
Knierim,42.4563,-94.4559,74,22.1
Villa Verde,26.1303,-97.9956,74,1213.9
Wolf Lake,46.8066,-95.3526,74,96.5
Climax,37.7191,-96.224,74,80.3
Claire City,45.8566,-97.1035,74,95.1
Waukena,36.1391,-119.511,74,93.9
Greenville,43.017,-95.1461,74,34.2
Bradley,35.8627,-120.8041,74,174.7
Zurich,48.5861,-109.0302,74,46.8
Humphreys,40.1252,-93.3196,74,115.3
Peach Orchard,36.2812,-90.6608,74,36.7
Masonville,42.4798,-91.5915,74,114.3
Raub,40.7294,-87.4897,74,56.2
Goldville,33.0842,-85.7831,74,18.4
Yarmouth,41.0245,-91.322,74,16.5
Geneva,41.562,-80.2261,74,113.8
Green Hill,40.4135,-87.1122,74,74.9
Fleming,39.1956,-94.0524,74,68.0
Perryville,55.9315,-159.1559,74,1.9
De Soto,31.9548,-84.0636,74,50.7
Littlefield,36.8659,-113.936,74,10.8
Ohlman,39.3433,-89.2186,73,83.7
Goodnews Bay,59.1271,-161.5753,73,14.7
Blaine,38.0272,-82.8413,73,36.9
Yarnell,41.0003,-77.8142,73,64.1
Beaver Bay,47.2563,-91.3065,73,30.9
Walters,43.6049,-93.6743,73,65.4
Literberry,39.8516,-90.1978,73,37.1
Charles City,37.344,-77.0687,73,3.7
King and Queen Court House,37.6683,-76.8781,73,28.3
Loco,34.3297,-97.6807,73,150.4
Whipholt,47.0436,-94.386,73,10.1
Haswell,38.4525,-103.1649,73,28.9
Balta,48.1666,-100.0369,73,60.5
Floral,35.5889,-91.759,73,130.2
Whitharral,33.7391,-102.3278,73,30.2
Oakwood,35.9316,-98.7031,73,71.9
Chalkhill,39.8461,-79.6142,73,32.5
La Prairie,40.1473,-91.0024,73,53.5
Ihlen,43.9122,-96.3709,73,61.2
Escudilla Bonita,34.1122,-109.0231,73,2.6
Satartia,32.6719,-90.5445,73,76.0
Akaska,45.331,-100.1208,73,30.3
Sylvanite,48.7063,-115.8741,73,5.7
Etta,35.8329,-94.9035,73,17.5
Watkins,41.8931,-91.985,73,78.3
Buena Vista,26.2941,-98.6109,73,230.6
Frankstown,40.4444,-78.3558,73,71.2
Caberfae,44.2492,-85.7256,72,55.9
Brentford,45.1591,-98.3223,72,54.9
Corona,45.3352,-96.7646,72,113.0
Greenwater,47.1465,-121.632,72,20.5
Turtle River,47.5882,-94.7581,72,29.9
Tamassee,34.8812,-83.0175,72,49.4
Vanoss,34.7578,-96.8712,72,15.9
Northboro,40.6073,-95.2925,72,15.3
Gardner,47.1445,-96.9686,72,74.6
Hayward,36.3959,-89.6669,72,95.6
Essex,48.2823,-113.6095,72,45.4
Buckhorn,33.0315,-108.6944,72,12.3
Silver Star,45.6875,-112.285,72,74.8
Lost Springs,38.5665,-96.9658,72,32.5
Menoken,46.8148,-100.5341,72,10.8
Mabie,39.7771,-120.5447,72,7.6
Green Valley,44.7969,-88.2682,72,168.4
Spring Hill,39.8346,-86.1926,72,600.7
Umbarger,34.9564,-102.1094,72,25.9
Lawson,33.1999,-92.4878,72,9.4
Vale Summit,39.6152,-78.9084,72,53.5
Hartman,38.1212,-102.2217,72,73.4
Sunol,41.1539,-102.763,72,19.8
Fairview,40.0573,-81.235,72,71.2
Joes,39.6559,-102.6786,72,15.6
Hoyt,35.268,-95.3002,72,33.0
Ono,40.4801,-122.6257,72,11.6
Grovespring,37.3999,-92.606,72,37.8
Stonyford,39.3695,-122.5438,72,20.9
Cornwall,41.8443,-73.3327,72,41.0
High Amana,41.8011,-91.9418,71,39.3
Eldorado,38.5841,-75.7893,71,53.8
Folsom,36.8478,-103.9176,71,50.4
Kincaid,38.0812,-95.1554,71,47.9
Lumber Bridge,34.8898,-79.0725,71,42.6
Reubens,46.3229,-116.5429,71,66.7
Bradley,45.0904,-97.642,71,38.6
Redbird,35.8871,-95.5873,71,36.0
Union Hill,41.1086,-88.1463,71,53.3
Leslie,38.418,-91.2309,71,170.9
Opal,41.768,-110.3242,71,85.2
Salineño,26.5176,-99.112,71,268.8
Youngsville,36.1928,-106.566,71,32.1
Putnam,35.8559,-98.9682,71,44.4
Blairstown,38.558,-93.9578,71,42.7
Big Foot Prairie,42.4956,-88.5983,71,21.5
Mappsburg,37.576,-75.7593,71,16.0
Clayton,42.9022,-91.1493,71,51.1
Cushing,41.2949,-98.3693,71,34.8
Elba,44.0867,-92.0169,71,14.0
Twilight,37.9252,-81.6176,71,32.4
Encino,26.9364,-98.1152,71,4.6
Darfur,44.0535,-94.8378,71,138.9
Aurora,39.452,-97.53,71,86.1
Dunning,41.8272,-100.1048,71,113.1
Bisbee,48.6272,-99.3788,71,109.1
Luke,39.4766,-79.0593,71,38.2
Sportsmans Park,45.2197,-121.3945,71,45.4
Pondsville,39.6234,-77.5916,71,156.1
Watson,40.4799,-95.6232,71,118.5
El Dara,39.6227,-90.9917,71,33.6
La Grange,35.0476,-89.2409,71,19.6
Klukwan,59.3987,-135.8886,71,17.0
Monument,39.1049,-101.0079,71,25.2
Gibbs,40.099,-92.4166,70,35.5
Easton,43.8383,-89.8049,70,27.8
Pataha,46.4727,-117.5445,70,23.6
Ozan,33.848,-93.7203,70,78.9
Lowes,36.8828,-88.7706,70,45.1
Volcano,38.4506,-120.6218,70,12.4
Rodriguez Camp,35.809,-119.1388,70,120.8
Gulf Port,40.8087,-91.0845,70,11.2
Everton,36.1542,-92.9096,70,42.4
Cusick,48.3333,-117.2944,70,59.3
Dennis,34.559,-88.2303,70,18.2
Gapland,39.4021,-77.6584,70,132.8
Levasy,39.1363,-94.1307,70,43.6
Sageville,42.5493,-90.7062,70,30.0
Ward,40.0722,-105.5139,70,55.5
Speed,35.9685,-77.4442,70,64.7
Sumatra,30.023,-84.9825,70,44.3
Wann,41.1394,-96.3632,70,17.9
Jericho,35.2876,-90.2305,70,75.4
Neosho Falls,38.0058,-95.5556,70,86.1
Martinsburg,42.5084,-96.8314,70,47.9
Highland Beach,38.9312,-76.466,70,813.4
Libertyville,31.2428,-86.46,70,33.4
Pamplin City,37.2642,-78.682,70,228.9
Ringo,37.5064,-94.7649,70,17.5
Austin,34.6423,-90.448,70,22.1
Fort Seneca,41.2044,-83.1679,70,62.8
Antioch,39.661,-81.0669,70,76.1
Faxon,34.4603,-98.5794,70,106.1
Orrtanna,39.8459,-77.3594,70,216.4
Rose Hill,39.1042,-88.1497,70,50.5
Osaka,36.9514,-82.8144,70,66.2
Mahaska,39.9873,-97.3537,70,108.2
Delacroix,29.7652,-89.7874,70,22.8
Shelltown,40.4568,-78.2066,70,71.1
Louisburg,37.7564,-93.141,70,44.0
St. Joseph,42.9123,-94.2308,70,54.7
Calvert,31.154,-88.0169,70,24.6
Lemoyne,41.2765,-101.8134,70,78.8
Bison,36.196,-97.8979,70,11.7
Blanco,34.7507,-95.7736,70,40.0
Latham,38.5599,-92.6814,70,60.2
Willington,33.9687,-82.4576,70,3.0
Climbing Hill,42.3394,-96.0811,69,25.9
Farmer,43.7252,-97.689,69,13.4
Columbus,48.905,-102.7812,69,141.6
Strawn,40.6537,-88.3999,69,64.4
Woodlawn,33.9668,-92.0452,69,13.1
Trail,47.7833,-95.6981,69,18.6
Waumandee,44.3024,-91.7051,69,109.3
Skwentna,61.9314,-151.2096,69,0.0
Mizpah,47.9209,-94.2132,69,10.9
Valley Head,38.5472,-80.032,69,66.5
Robbins,36.3536,-84.5839,69,20.6
Old Agency,47.3226,-114.2987,69,41.6
Royal,42.3329,-98.1252,69,13.8
Twin Hills,59.0815,-160.2826,69,1.2
Frankewing,35.1943,-86.857,69,26.6
Hornitos,37.5026,-120.2388,69,24.8
Ashley,39.2537,-91.2239,69,16.7
Dawn,39.6713,-93.6341,69,30.1
Union Grove,34.4025,-86.4483,69,47.2
Englevale,46.3912,-97.9038,69,18.4
Melvin Village,43.6896,-71.3064,69,22.4
De Witt,39.3849,-93.2199,69,141.5
Weitchpec,41.1969,-123.6939,69,5.8
Whitney,42.7837,-103.2567,69,79.8
Fittstown,34.6091,-96.6405,69,28.8
Dumb Hundred,40.317,-78.4105,69,98.2
Westford,42.6511,-74.8005,69,17.1
Trosky,43.8884,-96.2509,68,20.0
Dekorra,43.4539,-89.4603,68,33.4
Gardner,37.7889,-105.1644,68,12.8
Chimney Hill,42.8888,-72.904,68,4.3
Grace City,47.5513,-98.8039,68,49.1
Springbrook,45.9469,-91.6889,68,21.5
Rodney,42.2045,-95.9507,68,61.8
Powersville,40.5496,-93.3002,68,41.1
Homestown,36.3318,-89.8242,68,84.6
Maskell,42.6904,-96.9809,68,55.0
Peach Creek,37.877,-81.9797,68,77.7
De Graff,45.26,-95.4683,68,45.7
Mountain,48.6843,-97.8648,68,39.3
Sharon,33.5601,-82.795,68,38.1
Smicksburg,40.8702,-79.1711,68,80.5
Keystone,37.4158,-81.4463,68,153.7
Eagle Rock,36.55,-93.7422,68,19.7
Kinross,41.4591,-91.9873,68,77.4
Prescott,46.0487,-122.8879,68,120.2
Cottage Grove,36.3783,-88.4786,68,123.1
Washita,35.1043,-98.3414,68,51.1
Spring Hill,41.4122,-93.6501,68,64.8
Foxholm,48.3654,-101.5721,68,8.9
Symerton,41.3256,-88.053,68,184.7
Campo Bonito,32.5629,-110.6984,68,5.7
Hartville,42.3277,-104.7245,68,45.4
Tightwad,38.3096,-93.5466,68,31.0
Basco,40.3278,-91.1996,68,77.5
Paac Ciinak,44.8579,-89.155,68,29.0
Mountain View,35.0046,-108.3979,68,12.9
Solen,46.3873,-100.7958,67,121.8
Oberon,47.9242,-99.2059,67,131.0
Truxton,35.487,-113.5607,67,8.7
Pinehaven,35.3357,-108.671,67,7.4
La Clede,38.8806,-88.7128,67,124.3
Equality,32.7634,-86.106,67,5.6
Hartwell,38.4331,-93.9342,67,80.5
Marrowbone,36.832,-85.5053,67,30.9
Regina,36.1947,-106.9453,67,3.8
Vermillion,39.7183,-96.2659,67,101.8
Chelsea,45.1675,-98.7434,67,8.1
Otter Lake,43.5942,-75.1159,67,61.3
Keenes,38.3386,-88.6419,67,78.7
